ACCOUNT_COID,PURPRINCIPAL
CI 0014 600071489         , 536.1344
CI 0014 600071490         , 1031.3808
CI 0014 600071491         , 6498.684
CI 0014 600071492         , 63153.5908
CI 0014 600071493         , 7313.8524
CI 0014 600071494         , 46028.0624
CI 0014 600071495         , 7913558.7784
CI 0014 600071496         , 6027.4384
CI 0014 600071497         , 719.378
CI 0014 600071498         , 5851.0576
CI 0014 600071499         , 2593514.174
CI 0014 600071500         , 3519.0204
CI 0014 600071501         , 1849.08
CI 0014 600071502         , 2670.944
CI 0014 600071503         , 6330848.0624
CI 0014 600071504         , 3733.0592
CI 0014 600071505         , 1484.4548
CI 0014 600071507         , 41502.08
CI 0014 600071506         , 41502.08
CI 0014 600071508         , 6823.9412
CI 0014 600071509         , 11109.414
CI 0014 600071510         , 9165.2504
CI 0014 600071511         , 29625.0888
CI 0014 600071512         , 720.7764
CI 0014 600071513         , 218218.8988
CI 0014 600071514         , 259595.4116
CI 0014 600071516         , 5832.4376
CI 0014 600071515         , 236203.1436
CI 0014 600071517         , 237388.166
CI 0014 600071518         , 297068.9976
CI 0014 600071519         , 9070.2428
CI 0014 600071520         , 146675.0068
CI 0014 600071521         , 365546.966
CI 0014 600071522         , 21435.0248
CI 0014 600071523         , 16856.0552
CI 0014 600071524         , 13110.266
CI 0014 600071525         , 9177.1976
CI 0014 600071526         , 8237.8984
CI 0014 600071527         , 2574.3404
CI 0014 600071528         , 514.862
CI 0014 600071529         , 10167.8728
CI 0014 600071531         , 679164.5456
CI 0014 600071530         , 992625.1472
CI 0014 600071532         , 4701.9072
CI 0014 600071533         , 823.802
CI 0014 600071534         , 26121.7244
CI 0014 600071536         , 12356.878
CI 0014 600071535         , 162999.4952
CI 0014 600071537         , 1003073.8096
CI 0014 600071538         , 26121.7244
CI 0014 600071539         , 4074.9832
CI 0014 600071540         , 617.8496
CI 0014 600071541         , 203749.3652
CI 0014 600071542         , 8259.2088
CI 0014 600071544         , 514869.1972
CI 0014 600071543         , 10297.3996
CI 0014 600071545         , 1544.6088
CI 0014 600071546         , 926.7668
CI 0014 600071549         , 720.7992
CI 0014 600071547         , 11493.5484
CI 0014 600071548         , 391.3316
CI 0014 600071550         , 43249.016
CI 0014 600071551         , 23407.7112
CI 0014 600071552         , 6554.1564
CI 0014 600071553         , 7715.1856
CI 0014 600071554         , 62685.8564
CI 0014 600071555         , 4629.1068
CI 0014 600071556         , 14062.9944
CI 0014 600071557         , 24610.244
CI 0014 600071560         , 9309.2552
CI 0014 600071561         , 791.5324
CI 0014 600071562         , 50224.9648
CI 0014 600071559         , 5171.8228
CI 0014 600071558         , 5207.7556
CI 0014 600071563         , 21055.876
CI 0014 600071565         , 760.0456
CI 0014 600071564         , 8481.7672
CI 0014 600071566         , 784630.9464
CI 0014 600071567         , 84213.3884
CI 0014 600071568         , 21442.2828
CI 0014 600071569         , 1163.3016
CI 0014 600071570         , 5245.9836
CI 0014 600071571         , 7313.8524
CI 0014 600071572         , 976634.3444
CI 0014 600071573         , 530.4952
CI 0014 600071574         , 29817.6576
CI 0014 600071575         , 3089.2024
CI 0014 600071576         , 907.4856
CI 0014 600071577         , 2059.4936
CI 0014 600071578         , 1031.3808
CI 0014 600071579         , 2428.9524
CI 0014 600071580         , 4134.3772
CI 0014 600071581         , 445.968
CI 0014 600071582         , 1378.1004
CI 0014 600071583         , 6890.4944
CI 0014 600071584         , 3583.096
CI 0014 600071585         , 11024.8716
CI 0014 600071586         , 925.8168
CI 0014 600071587         , 2914.0224
CI 0014 600071588         , 40271.1916
CI 0014 600071589         , 24102.678
CI 0014 600071590         , 1851.5576
CI 0014 600071591         , 925.8168
CI 0014 600071592         , 469.2316
CI 0014 600071593         , 1872.8908
CI 0014 600071594         , 936.434
CI 0014 600071596         , 936.434
CI 0014 600071597         , 1042.8188
CI 0014 600071595         , 12861.0164
CI 0014 600071598         , 3253.598
CI 0014 600071599         , 4658.0172
CI 0014 600071600         , 1022.314
CI 0014 600071601         , 1022.314
CI 0014 600071602         , 1462.8024
CI 0014 600071603         , 26547.3852
CI 0014 600071604         , 1042.8188
CI 0014 600071605         , 2374.8252
CI 0014 600071606         , 2044.6204
CI 0014 600071608         , 2085.63
CI 0014 600071607         , 521.2232
CI 0014 600071609         , 1042.8188
CI 0014 600071610         , 1022.314
CI 0014 600071612         , 2966.1356
CI 0014 600071613         , 1022.314
CI 0014 600071614         , 2044.6204
CI 0014 600071611         , 2607.0356
CI 0014 600071615         , 1042.8188
CI 0014 600071616         , 5148.696
CI 0014 600071617         , 2044.6204
CI 0014 600071618         , 1063.6808
CI 0014 600071619         , 1022.314
CI 0014 600071620         , 2085.63
CI 0014 600071621         , 1042.8188
CI 0014 600071622         , 2044.6204
CI 0014 600071623         , 1022.314
CI 0014 600071624         , 3089.2024
CI 0014 600071625         , 2085.63
CI 0014 600071626         , 1022.314
CI 0014 600071627         , 965.3748
CI 0014 600071628         , 2044.6204
CI 0014 600071629         , 25822.7252
CI 0014 600071630         , 964.3868
CI 0014 600071631         , 68408.6184
CI 0014 600071632         , 1928.7888
CI 0014 600071633         , 60840.0216
CI 0014 600071635         , 2068.7276
CI 0014 600071634         , 964.3868
CI 0014 600071636         , 1034.3448
CI 0014 600071637         , 2068.7276
CI 0014 600071638         , 1034.3448
CI 0014 600071639         , 8571.2268
CI 0014 600071640         , 1034.3448
CI 0014 600071641         , 2162.656
CI 0014 600071642         , 2068.7276
CI 0014 600071643         , 2325.1972
CI 0014 600071644         , 2209.9356
CI 0014 600071645         , 2447.9296
CI 0014 600071646         , 2513.6392
CI 0014 600071647         , 2278.4192
CI 0014 600071648         , 2381.8856
CI 0014 600071650         , 2253.4456
CI 0014 600071649         , 2312.8624
CI 0014 600071651         , 2232.9712
CI 0014 600071652         , 2213.6596
CI 0014 600071655         , 2282.166
CI 0014 600071654         , 2213.6596
CI 0014 600071653         , 2253.4456
CI 0014 600071656         , 2347.1384
CI 0014 600071658         , 2513.6392
CI 0014 600071659         , 2337.038
CI 0014 600071657         , 2169.9216
CI 0014 600071660         , 2312.8624
CI 0014 600071661         , 2209.9356
CI 0014 600071662         , 2232.9712
CI 0014 600071663         , 2447.9296
CI 0014 600071664         , 2513.6392
CI 0014 600071666         , 2282.166
CI 0014 600071665         , 2337.038
CI 0014 600071670         , 2447.9296
CI 0014 600071667         , 996.3904
CI 0014 600071669         , 1190.9428
CI 0014 600071668         , 2213.6596
CI 0014 600071671         , 1992.7808
CI 0014 600071673         , 2162.656
CI 0014 600071672         , 2381.8856
CI 0014 600071674         , 2347.1384
CI 0014 600071675         , 2325.1972
CI 0014 600071676         , 2253.4456
CI 0014 600071678         , 2312.8624
CI 0014 600071677         , 2162.656
CI 0014 600071680         , 2325.1972
CI 0014 600071679         , 2282.166
CI 0014 600071681         , 1081.3128
CI 0014 600071682         , 1154.9036
CI 0014 600071684         , 2232.9712
CI 0014 600071683         , 2167.6568
CI 0014 600071687         , 2282.166
CI 0014 600071689         , 2381.8856
CI 0014 600071685         , 2169.9216
CI 0014 600071688         , 1156.4388
CI 0014 600071686         , 2278.4192
CI 0014 600071690         , 1992.7808
CI 0014 600071691         , 2447.9296
CI 0014 600071692         , 2309.83
CI 0014 600071693         , 1992.7808
CI 0014 600071694         , 2162.656
CI 0014 600071695         , 2312.8624
CI 0014 600071696         , 2347.1384
CI 0014 600071697         , 2213.6596
CI 0014 600071698         , 2278.4192
CI 0014 600071699         , 2209.9356
CI 0014 600071700         , 2447.9296
CI 0014 600071701         , 2337.038
CI 0014 600071702         , 1162.6024
CI 0014 600071703         , 2513.6392
CI 0014 600071704         , 2169.9216
CI 0014 600071706         , 1141.0944
CI 0014 600071705         , 2232.9712
CI 0014 600071707         , 2309.83
CI 0014 600071709         , 1139.2096
CI 0014 600071708         , 2347.1384
CI 0014 600071710         , 1992.7808
CI 0014 600071711         , 2209.9356
CI 0014 600071712         , 1106.8336
CI 0014 600071713         , 2347.1384
CI 0014 600071715         , 1116.4856
CI 0014 600071714         , 2253.4456
CI 0014 600071716         , 2213.6596
CI 0014 600071717         , 2169.9216
CI 0014 600071719         , 2309.83
CI 0014 600071718         , 1139.2096
CI 0014 600071720         , 1106.8336
CI 0014 600071721         , 2312.8624
CI 0014 600071722         , 2213.6596
CI 0014 600071723         , 2282.166
CI 0014 600071724         , 1173.5692
CI 0014 600071725         , 996.3904
CI 0014 600071726         , 2232.9712
CI 0014 600071727         , 1081.3128
CI 0014 600071728         , 2312.8624
CI 0014 600071730         , 1141.0944
CI 0014 600071729         , 1126.7076
CI 0014 600071733         , 1168.538
CI 0014 600071731         , 2162.656
CI 0014 600071732         , 2309.83
CI 0014 600071734         , 1084.9532
CI 0014 600071735         , 2337.038
CI 0014 600071736         , 1162.6024
CI 0014 600071737         , 2213.6596
CI 0014 600071738         , 1104.9716
CI 0014 600071739         , 1156.4388
CI 0014 600071741         , 996.3904
CI 0014 600071740         , 1992.7808
CI 0014 600071742         , 2513.6392
CI 0014 600071743         , 1190.9428
CI 0014 600071744         , 2447.9296
CI 0014 600071745         , 2278.4192
CI 0014 600071747         , 1139.2096
CI 0014 600071746         , 1116.4856
CI 0014 600071748         , 1106.8336
CI 0014 600071749         , 1154.9036
CI 0014 600071753         , 1126.7076
CI 0014 600071750         , 2162.656
CI 0014 600071754         , 1223.9572
CI 0014 600071751         , 2253.4456
CI 0014 600071752         , 4701.7704
CI 0014 600071758         , 1168.538
CI 0014 600071757         , 1256.8272
CI 0014 600071755         , 1141.0944
CI 0014 600071756         , 1154.9036
CI 0014 600071760         , 1084.9532
CI 0014 600071759         , 1173.5692
CI 0014 600071762         , 1104.9716
CI 0014 600071763         , 1126.7076
CI 0014 600071761         , 1173.5692
CI 0014 600071764         , 1141.0944
CI 0014 600071765         , 1168.538
CI 0014 600071766         , 1081.3128
CI 0014 600071767         , 1084.9532
CI 0014 600071769         , 1116.4856
CI 0014 600071768         , 2169.9216
CI 0014 600071770         , 1104.9716
CI 0014 600071771         , 1173.5692
CI 0014 600071772         , 1256.8272
CI 0014 600071773         , 1256.8272
CI 0014 600071774         , 1083.8284
CI 0014 600071776         , 1139.2096
CI 0014 600071775         , 4179.3464
CI 0014 600071777         , 996.3904
CI 0014 600071778         , 1190.9428
CI 0014 600071781         , 1168.538
CI 0014 600071779         , 1223.9572
CI 0014 600071783         , 1162.6024
CI 0014 600071780         , 1256.8272
CI 0014 600071782         , 1141.0944
CI 0014 600071784         , 1223.9572
CI 0014 600071786         , 1084.9532
CI 0014 600071785         , 1081.3128
CI 0014 600071787         , 1223.9572
CI 0014 600071788         , 16716.7548
CI 0014 600071789         , 1154.9036
CI 0014 600071790         , 1168.538
CI 0014 600071791         , 1190.9428
CI 0014 600071793         , 1126.7076
CI 0014 600071792         , 24630.3612
CI 0014 600071796         , 1156.4388
CI 0014 600071794         , 1156.4388
CI 0014 600071795         , 522.4088
CI 0014 600071797         , 1116.4856
CI 0014 600071798         , 4421.1556
CI 0014 600071799         , 2614.2176
CI 0014 600071800         , 1162.6024
CI 0014 600071801         , 6631.7828
CI 0014 600071802         , 1106.8336
CI 0014 600071804         , 35225.848
CI 0014 600071803         , 996.3904
CI 0014 600071806         , 12057.1948
CI 0014 600071805         , 1116.4856
CI 0014 600071807         , 1139.2096
CI 0014 600071808         , 12227.906
CI 0014 600071810         , 1223.9572
CI 0014 600071809         , 1081.3128
CI 0014 600071811         , 2244.7132
CI 0014 600071812         , 1122.3528
CI 0014 600071813         , 1122.3528
CI 0014 600071814         , 15226.8888
CI 0014 600071815         , 1676.7196
CI 0014 600071816         , 8978.1992
CI 0014 600071817         , 650.5448
CI 0014 600071818         , 1302.4044
CI 0014 600071819         , 1304.3272
CI 0014 600071820         , 1085.3332
CI 0014 600071821         , 4721.462
CI 0014 600071822         , 2778.0964
CI 0014 600071823         , 865.1612
CI 0014 600071824         , 1544.6088
CI 0014 600071825         , 416.8524
CI 0014 600071826         , 2059.4936
CI 0014 600071827         , 416.8524
CI 0014 600071828         , 942.6736
CI 0014 600071829         , 734.996
CI 0014 600071830         , 10061.2068
CI 0014 600071832         , 734.996
CI 0014 600071831         , 2059.4936
CI 0014 600071833         , 742.6492
CI 0014 600071834         , 88551.8636
CI 0014 600071835         , 876.8728
CI 0014 600071836         , 942.6736
CI 0014 600071837         , 1137.0512
CI 0014 600071838         , 1029.7316
CI 0014 600071839         , 876.8728
CI 0014 600071840         , 734.996
CI 0014 600071841         , 529.986
CI 0014 600071842         , 734.996
CI 0014 600071843         , 2099.9712
CI 0014 600071844         , 839.9824
CI 0014 600071845         , 942.6736
CI 0014 600071846         , 1042.8188
CI 0014 600071847         , 839.9824
CI 0014 600071848         , 2009.0144
CI 0014 600071850         , 7958.0588
CI 0014 600071849         , 2056.3548
CI 0014 600071852         , 3345.8088
CI 0014 600071851         , 3134.506
CI 0014 600071853         , 3314.8236
CI 0014 600071855         , 4335.5416
CI 0014 600071854         , 2168.9488
CI 0014 600071856         , 2507.9012
CI 0014 600071857         , 1306.9112
CI 0014 600071858         , 1306.9112
CI 0014 600071859         , 5368.6172
CI 0014 600071860         , 2089.6656
CI 0014 600071861         , 6576.1584
CI 0014 600071862         , 5081.588
CI 0014 600071863         , 2105.3444
CI 0014 600071864         , 2925.5288
CI 0014 600071865         , 93044.8316
CI 0014 600071866         , 7019.284
CI 0014 600071867         , 1424.1488
CI 0014 600071868         , 21115.9008
CI 0014 600071869         , 21912.7684
CI 0014 600071870         , 21115.9008
CI 0014 600071871         , 2095.3124
CI 0014 600071872         , 12571.8592
CI 0014 600071873         , 1739.9516
CI 0014 600071874         , 2279.0576
CI 0014 600071875         , 658.5324
CI 0014 600071876         , 1709.278
CI 0014 600071877         , 3678.7572
CI 0014 600071878         , 13681.7176
CI 0014 600071879         , 2909.6524
CI 0014 600071880         , 6552.0056
CI 0014 600071881         , 1192.6832
CI 0014 600071882         , 2327.728
CI 0014 600071883         , 4927.84
CI 0014 600071884         , 18092.5904
CI 0014 600071885         , 530.4952
CI 0014 600071886         , 4332.456
CI 0014 600071887         , 469.4064
CI 0014 600071888         , 2111.9564
CI 0014 600071889         , 2235.73
CI 0014 600071890         , 1714.7956
CI 0014 600071891         , 6020.8416
CI 0014 600071892         , 521.4208
CI 0014 600071893         , 1884.0552
CI 0014 600071894         , 1800.5388
CI 0014 600071895         , 1042.8188
CI 0014 600071896         , 6281.3848
CI 0014 600071897         , 2059.4936
CI 0014 600071898         , 1057.1676
CI 0014 600071899         , 4484.114
CI 0014 600071900         , 875.2844
CI 0014 600071901         , 10223.1476
CI 0014 600071902         , 5499.2992
CI 0014 600071903         , 6549.6648
CI 0014 600071904         , 19385.6316
CI 0014 600071905         , 511.1532
CI 0014 600071906         , 20859.2336
CI 0014 600071907         , 1494.0536
CI 0014 600071908         , 7461.072
CI 0014 600071909         , 2804.7724
CI 0014 600071910         , 3423.4656
CI 0014 600071911         , 1358.2948
CI 0014 600071912         , 2698.1596
CI 0014 600071913         , 3400.8252
CI 0014 600071914         , 3675.1928
CI 0014 600071915         , 12547.144
CI 0014 600071916         , 6487.3144
CI 0014 600071917         , 4329.7276
CI 0014 600071918         , 485.1688
CI 0014 600071919         , 2910.268
CI 0014 600071920         , 5572.2972
CI 0014 600071921         , 6365.5092
CI 0014 600071922         , 6316.0028
CI 0014 600071923         , 2037.446
CI 0014 600071924         , 8099.9128
CI 0014 600071925         , 1156.302
CI 0014 600071927         , 5482.0168
CI 0014 600071926         , 14862.7804
CI 0014 600071928         , 4302.284
CI 0014 600071929         , 6516.6656
CI 0014 600071930         , 8015.8036
CI 0014 600071931         , 14429.2156
CI 0014 600071932         , 3361.8904
CI 0014 600071933         , 4030.2572
CI 0014 600071934         , 4479.06
CI 0014 600071935         , 14707.6188
CI 0014 600071936         , 4369.886
CI 0014 600071937         , 1017.2904
CI 0014 600071938         , 12348.2672
CI 0014 600071939         , 3966.7592
CI 0014 600071940         , 12348.2672
CI 0014 600071941         , 467.8408
CI 0014 600071942         , 7298.1812
CI 0014 600071943         , 8420.9748
CI 0014 600071944         , 2657.2488
CI 0014 600071945         , 20990.3412
CI 0014 600071946         , 3006.8032
CI 0014 600071947         , 4116.9276
CI 0014 600071948         , 15137.756
CI 0014 600071949         , 8891.5744
CI 0014 600071950         , 497.2832
CI 0014 600071951         , 1513.768
CI 0014 600071952         , 497.2832
CI 0014 600071953         , 6514.758
CI 0014 600071956         , 2943.0088
CI 0014 600071955         , 999.0884
CI 0014 600071954         , 4668.3228
CI 0014 600071957         , 691.0984
CI 0014 600071958         , 2463.5096
CI 0014 600071959         , 4912.678
CI 0014 600071960         , 3438.8784
CI 0014 600071961         , 7622.4276
CI 0014 600071962         , 16031.5996
CI 0014 600071963         , 2567.6524
CI 0014 600071964         , 9885.4492
CI 0014 600071965         , 6419.1272
CI 0014 600071966         , 1871.31
CI 0014 600071967         , 2806.984
CI 0014 600071968         , 583.5812
CI 0014 600071970         , 3742.6428
CI 0014 600071969         , 566.2228
CI 0014 600071971         , 5110.1108
CI 0014 600071972         , 3742.6428
CI 0014 600071973         , 3134.506
CI 0014 600071974         , 9356.6336
CI 0014 600071975         , 62690.1276
CI 0014 600071976         , 21053.3604
CI 0014 600071977         , 10448.3508
CI 0014 600071978         , 4210.6584
CI 0014 600071979         , 15789.9956
CI 0014 600071981         , 3789.6032
CI 0014 600071980         , 6269.012
CI 0014 600071982         , 5263.3344
CI 0014 600071983         , 2842.1948
CI 0014 600071984         , 11493.1836
CI 0014 600071985         , 10448.3508
CI 0014 600071986         , 4105.4136
CI 0014 600071988         , 4566.4144
CI 0014 600071987         , 7418.3296
CI 0014 600071989         , 5343.8868
CI 0014 600071990         , 8015.8036
CI 0014 600071991         , 1579.0064
CI 0014 600071992         , 6419.1272
CI 0014 600071993         , 3808.132
CI 0014 600071994         , 472.9936
CI 0014 600071995         , 18805.6376
CI 0014 600071996         , 1310.392
CI 0014 600071997         , 1368.1672
CI 0014 600071998         , 37442.7832
CI 0014 600071999         , 21657.4768
CI 0014 600072000         , 587.9436
CI 0014 600072001         , 79696.8376
CI 0014 600072002         , 12719.6336
CI 0014 600072003         , 8966.936
CI 0014 600072004         , 1494.4944
CI 0014 600072005         , 8994.9116
CI 0014 600072006         , 13249.6348
CI 0014 600072007         , 2046.9612
CI 0014 600072008         , 13177.1764
CI 0014 600072009         , 14506.9788
CI 0014 600072010         , 582.6388
CI 0014 600072011         , 3772.1232
CI 0014 600072012         , 18429.5288
CI 0014 600072013         , 47048.2788
CI 0014 600072014         , 2473.9672
CI 0014 600072015         , 4280.3276
CI 0014 600072016         , 2724.2276
CI 0014 600072017         , 4007.7916
CI 0014 600072018         , 5962.3748
CI 0014 600072019         , 5037.2724
CI 0014 600072020         , 5106.0448
CI 0014 600072021         , 3287.9272
CI 0014 600072022         , 5397.0944
CI 0014 600072023         , 5325.244
CI 0014 600072024         , 5356.5712
CI 0014 600072025         , 9308.1912
CI 0014 600072026         , 5312.9396
CI 0014 600072027         , 5325.244
CI 0014 600072028         , 2234.3696
CI 0014 600072029         , 761.4212
CI 0014 600072030         , 10264.5524
CI 0014 600072031         , 429380.1716
CI 0014 600072032         , 15902.9316
CI 0014 600072033         , 16401.446
CI 0014 600072034         , 2153.8552
CI 0014 600072035         , 12379.8528
CI 0014 600072036         , 15863.4952
CI 0014 600072037         , 7179.5528
CI 0014 600072038         , 2058.9844
CI 0014 600072039         , 2388.8472
CI 0014 600072040         , 12187.0408
CI 0014 600072041         , 6768.8032
CI 0014 600072042         , 6021.5484
CI 0014 600072043         , 32634.514
CI 0014 600072044         , 31512.0016
CI 0014 600072046         , 9984.31
CI 0014 600072045         , 29675.7656
CI 0014 600072047         , 416.5332
CI 0014 600072048         , 3364.5884
CI 0014 600072049         , 37989.3828
CI 0014 600072050         , 37943.7144
CI 0014 600072051         , 1318.79
CI 0014 600072053         , 14262.1372
CI 0014 600072052         , 21463.8972
CI 0014 600072054         , 1595.24
CI 0014 600072055         , 1009.508
CI 0014 600072056         , 427.4316
CI 0014 600072057         , 427.4316
CI 0014 600072058         , 429.6888
CI 0014 600072059         , 427.4316
CI 0014 600072060         , 431.0416
CI 0014 600072062         , 429.6888
CI 0014 600072061         , 427.4316
CI 0014 600072063         , 7361.094
CI 0014 600072064         , 427.4316
CI 0014 600072065         , 424.726
CI 0014 600072066         , 420.2572
CI 0014 600072067         , 13002.2168
CI 0014 600072068         , 13176.3328
CI 0014 600072069         , 15798.2036
CI 0014 600072070         , 4746.3748
CI 0014 600072071         , 1195.67
CI 0014 600072072         , 2207.5644
CI 0014 600072073         , 1197.6688
CI 0014 600072074         , 3992.242
CI 0014 600072075         , 1163.826
CI 0014 600072076         , 543.0884
CI 0014 600072077         , 1024.4116
CI 0014 600072078         , 8903.476
CI 0014 600072079         , 44144.4328
CI 0014 600072080         , 555.5524
CI 0014 600072081         , 4172.0428
CI 0014 600072082         , 17075.8776
CI 0014 600072083         , 7674.1532
CI 0014 600072084         , 2032.0804
CI 0014 600072085         , 3883.4708
CI 0014 600072086         , 34848.1432
CI 0014 600072087         , 4515.7072
CI 0014 600072088         , 4223.168
CI 0014 600072090         , 17132.3228
CI 0014 600072091         , 1716.7336
CI 0014 600072089         , 1354.7228
CI 0014 600072092         , 6074.0948
CI 0014 600072093         , 17075.8776
CI 0014 600072094         , 1707.5908
CI 0014 600072095         , 397.7232
CI 0014 600072096         , 4972.4976
CI 0014 600072097         , 6992.4408
CI 0014 600072098         , 24452.4604
CI 0014 600072099         , 10069.0044
CI 0014 600072100         , 7768.2032
CI 0014 600072101         , 9443.6232
CI 0014 600072102         , 2263.5308
CI 0014 600072103         , 2867.1608
CI 0014 600072104         , 3531.91
CI 0014 600072105         , 525.008
CI 0014 600072106         , 6757.426
CI 0014 600072107         , 3029.0712
CI 0014 600072109         , 814.8796
CI 0014 600072108         , 742.0716
CI 0014 600072110         , 5022.5056
CI 0014 600072111         , 815.0848
CI 0014 600072112         , 4286.7876
CI 0014 600072115         , 5224.1868
CI 0014 600072113         , 1578.7252
CI 0014 600072114         , 6147.5412
CI 0014 600072116         , 18557.6876
CI 0014 600072117         , 19484.1352
CI 0014 600072118         , 1140.0
CI 0014 600072119         , 1140.0
CI 0014 600072120         , 2280.0
CI 0014 600072121         , 4653.328
CI 0014 600072122         , 576.0876
CI 0014 600072123         , 456.0456
CI 0014 600072124         , 4462.1272
CI 0014 600072125         , 3916.9032
CI 0014 600072127         , 4706.338
CI 0014 600072126         , 3760.2216
CI 0014 600072128         , 6826.7836
CI 0014 600072129         , 12204.8324
CI 0014 600072130         , 16472.7416
CI 0014 600072131         , 2048.4204
CI 0014 600072132         , 2294.8884
CI 0014 600072133         , 11264.834
CI 0014 600072134         , 4089.1116
CI 0014 600072135         , 5189.5612
CI 0014 600072136         , 3972.6036
CI 0014 600072137         , 427.4316
CI 0014 600072138         , 8173.6328
CI 0014 600072139         , 13862.324
CI 0014 600072140         , 1022.0176
CI 0014 600072141         , 1213.34
CI 0014 600072142         , 4780.286
CI 0014 600072143         , 4650.7288
CI 0014 600072144         , 221777.5684
CI 0014 600072145         , 8829.4292
CI 0014 600072146         , 10421.1808
CI 0014 600072147         , 57464.2004
CI 0014 600072148         , 8155.978
CI 0014 600072149         , 7859.3272
CI 0014 600072150         , 8155.978
CI 0014 600072151         , 8155.978
CI 0014 600072152         , 7197.8308
CI 0014 600072153         , 896.1844
CI 0014 600072154         , 12062.1424
CI 0014 600072155         , 5962.9448
CI 0014 600072156         , 19312.9528
CI 0014 600072157         , 851.238
CI 0014 600072158         , 2922.0708
CI 0014 600072159         , 29352.1804
CI 0014 600072160         , 14180.65
CI 0014 600072161         , 561.3588
CI 0014 600072162         , 9177.304
CI 0014 600072163         , 3542.5652
CI 0014 600072164         , 8836.0716
CI 0014 600072165         , 1479.6288
CI 0014 600072167         , 9228.8776
CI 0014 600072166         , 5246.9488
CI 0014 600072168         , 2064.274
CI 0014 600072170         , 4591.4108
CI 0014 600072169         , 15836.4696
CI 0014 600072171         , 1029.3744
CI 0014 600072172         , 22453.8352
CI 0014 600072173         , 4640.522
CI 0014 600072174         , 15737.1756
CI 0014 600072175         , 5572.1148
CI 0014 600072176         , 2833.3104
CI 0014 600072177         , 55594.2964
CI 0014 600072178         , 3275.4404
CI 0014 600072179         , 5943.8004
CI 0014 600072180         , 8402.4612
CI 0014 600072181         , 4044.4692
CI 0014 600072182         , 9389.9824
CI 0014 600072183         , 14623.0612
CI 0014 600072184         , 6789.2776
CI 0014 600072185         , 6724.0164
CI 0014 600072186         , 12133.3924
CI 0014 600072187         , 2416.4732
CI 0014 600072188         , 9309.2552
CI 0014 600072189         , 2320.9868
CI 0014 600072190         , 627.5016
CI 0014 600072191         , 23853.2764
CI 0014 600072192         , 9031.3992
CI 0014 600072193         , 7100.8168
CI 0014 600072194         , 53395.2972
CI 0014 600072195         , 1855.7528
CI 0014 600072196         , 17081.5244
CI 0014 600072197         , 8296.768
CI 0014 600072198         , 9062.2704
CI 0014 600072199         , 1533.0264
CI 0014 600072201         , 2044.4228
CI 0014 600072200         , 12785.9056
CI 0014 600072202         , 7458.4424
CI 0014 600072203         , 3150.0328
CI 0014 600072205         , 21721.6056
CI 0014 600072204         , 8400.0824
CI 0014 600072206         , 6698.0928
CI 0014 600072207         , 20289.7428
CI 0014 600072208         , 12514.54
CI 0014 600072209         , 4455.044
CI 0014 600072210         , 3118.4852
CI 0014 600072211         , 4455.044
CI 0014 600072212         , 4340.5652
CI 0014 600072213         , 6471.6052
CI 0014 600072214         , 5588.3028
CI 0014 600072215         , 492.7232
CI 0014 600072216         , 824.0224
CI 0014 600072217         , 6493.7364
CI 0014 600072218         , 10340.1116
CI 0014 600072219         , 2122.0492
CI 0014 600072220         , 1542.8532
CI 0014 600072221         , 2352.2456
CI 0014 600072222         , 4052.0312
CI 0014 600072223         , 6161.1604
CI 0014 600072224         , 9105.0204
CI 0014 600072225         , 9105.0204
CI 0014 600072226         , 9105.0204
CI 0014 600072227         , 9105.0204
CI 0014 600072228         , 9105.0204
CI 0014 600072229         , 11000.1868
CI 0014 600072230         , 3533.1564
CI 0014 600072231         , 4253.1424
CI 0014 600072232         , 5724.3276
CI 0014 600072233         , 6117.8708
CI 0014 600072234         , 2599.1392
CI 0014 600072235         , 12032.2288
CI 0014 600072236         , 2232.4012
CI 0014 600072237         , 962.5476
CI 0014 600072238         , 5353.2804
CI 0014 600072239         , 2484.5312
CI 0014 600072240         , 9216.8848
CI 0014 600072241         , 3840.3712
CI 0014 600072242         , 1157.1912
CI 0014 600072243         , 11457.3876
CI 0014 600072244         , 1928.6596
CI 0014 600072246         , 4025.7352
CI 0014 600072245         , 1536.1348
CI 0014 600072247         , 1909.5608
CI 0014 600072248         , 1939.368
CI 0014 600072249         , 4032.2712
CI 0014 600072251         , 5316.732
CI 0014 600072250         , 3521.5436
CI 0014 600072252         , 4631.9796
CI 0014 600072253         , 1357.778
CI 0014 600072254         , 1651.4116
CI 0014 600072255         , 24023.6
CI 0014 600072257         , 4012.5796
CI 0014 600072256         , 566.1544
CI 0014 600072258         , 808.4348
CI 0014 600072259         , 1208.2556
CI 0014 600072260         , 4056.9788
CI 0014 600072261         , 1601.0996
CI 0014 600072262         , 818.3452
CI 0014 600072263         , 3202.1992
CI 0014 600072264         , 843.4784
CI 0014 600072265         , 812.3868
CI 0014 600072266         , 4028.3268
CI 0014 600072267         , 9403.518
CI 0014 600072268         , 41715.0852
CI 0014 600072269         , 39537.4876
CI 0014 600072270         , 518.4644
CI 0014 600072272         , 52870.1828
CI 0014 600072271         , 1555.4008
CI 0014 600072273         , 2304.0692
CI 0014 600072274         , 13091.646
CI 0014 600072275         , 3270.9488
CI 0014 600072276         , 1029.3744
CI 0014 600072277         , 4018.2948
