ACCOUNT_COID,PURPRINCIPAL
CI 0014 600018464         , 5045.6476
CI 0014 600018463         , 36334.4752
CI 0014 600018465         , 447.8376
CI 0014 600018466         , 5388.3392
CI 0014 600018467         , 2297.3128
CI 0014 600018468         , 2297.252
CI 0014 600018470         , 11295.8344
CI 0014 600018471         , 2239.5908
CI 0014 600018472         , 5771.4704
CI 0014 600018473         , 6600.714
CI 0014 600018474         , 1590.908
CI 0014 600018475         , 5190.9824
CI 0014 600018476         , 8773.7288
CI 0014 600018477         , 1521.6644
CI 0014 600018478         , 566.5496
CI 0014 600018479         , 3520.548
CI 0014 600018480         , 7041.59
CI 0014 600018481         , 1603.5012
CI 0014 600018482         , 681.9328
CI 0014 600018483         , 24717.3204
CI 0014 600018484         , 356051.5184
CI 0014 600018485         , 327468.2452
CI 0014 600018486         , 3954.6676
CI 0014 600018487         , 1117.2608
CI 0014 600018488         , 122572.1464
CI 0014 600018489         , 839.9824
CI 0014 600018490         , 3704.848
CI 0014 600018491         , 4131.778
CI 0014 600040542         , 696.8668
CI 0014 600018494         , 4216.8068
CI 0014 600018493         , 1644.8908
CI 0014 600018495         , 5453.6688
CI 0014 600018496         , 2306.3188
CI 0014 600018497         , 5305.0964
CI 0014 600018498         , 5165.4996
CI 0014 600018502         , 18858.3512
CI 0014 600018503         , 4293.2552
CI 0014 600018501         , 15547.8672
CI 0014 600018505         , 840.6892
CI 0014 600018504         , 1466.4048
CI 0014 600018499         , 1521.5048
CI 0014 600018500         , 27133.5352
CI 0014 600018506         , 912.0
CI 0014 600018507         , 760.0
CI 0014 600018508         , 760.0
CI 0014 600018510         , 912.0
CI 0014 600018511         , 836.0
CI 0014 600018512         , 760.0
CI 0014 600018517         , 1140.0
CI 0014 600018518         , 1520.0
CI 0014 600018520         , 1216.0
CI 0014 600018521         , 912.0
CI 0014 600018523         , 1140.0
CI 0014 600018532         , 912.0
CI 0014 600018533         , 760.0
CI 0014 600018534         , 1140.0
CI 0014 600018535         , 3800.0
CI 0014 600018536         , 760.0
CI 0014 600018537         , 2128.0
CI 0014 600018538         , 2280.0
CI 0014 600018539         , 1520.0
CI 0014 600018540         , 1216.0
CI 0014 600018541         , 760.0
CI 0014 600018571         , 684.0
CI 0014 600018543         , 760.0
CI 0014 600018544         , 912.0
CI 0014 600018563         , 380.0
CI 0014 600018564         , 456.0
CI 0014 600018568         , 608.0
CI 0014 600018548         , 760.0
CI 0014 600018566         , 532.0
CI 0014 600018550         , 836.0
CI 0014 600018559         , 7600.0
CI 0014 600018552         , 760.0
CI 0014 600018553         , 836.0
CI 0014 600018572         , 760.0
CI 0014 600018573         , 836.0
CI 0014 600018574         , 912.0
CI 0014 600018575         , 3800.0
CI 0014 600018576         , 380.0
CI 0014 600018577         , 456.0
CI 0014 600018578         , 532.0
CI 0014 600018579         , 608.0
CI 0014 600018580         , 684.0
CI 0014 600018581         , 760.0
CI 0014 600018582         , 836.0
CI 0014 600018583         , 912.0
CI 0014 600018584         , 760.0
CI 0014 600018585         , 760.0
CI 0014 600018586         , 760.0
CI 0014 600018587         , 760.0
CI 0014 600018588         , 760.0
CI 0014 600018589         , 1900.0
CI 0014 600018590         , 760.0
CI 0014 600018591         , 760.0
CI 0014 600018592         , 760.0
CI 0014 600018593         , 760.0
CI 0014 600018594         , 1520.0
CI 0014 600018595         , 1520.0
CI 0014 600018596         , 1900.0
CI 0014 600018607         , 114000.0
CI 0014 600018608         , 68400.0
CI 0014 600018609         , 64600.0
CI 0014 600018610         , 76000.0
CI 0014 600018611         , 60800.0
CI 0014 600018612         , 1550.4
CI 0014 600018613         , 114500.8324
CI 0014 600018614         , 26600.0
CI 0014 600018616         , 5700.0
CI 0014 600018617         , 13680.0
CI 0014 600018618         , 12920.0
CI 0014 600018619         , 11400.0
CI 0014 600018620         , 7600.0
CI 0014 600018621         , 6080.0
CI 0014 600018622         , 4460.2804
CI 0014 600018623         , 5700.0
CI 0014 600018624         , 3800.0
CI 0014 600018625         , 3800.0
CI 0014 600018626         , 7600.0
CI 0014 600018627         , 7600.0
CI 0014 600018615         , 6368.1616
CI 0014 600018628         , 3866.5
CI 0014 600018629         , 836.0
CI 0014 600018630         , 1226.0624
CI 0014 600018631         , 786.6
CI 0014 600018632         , 824.4936
CI 0014 600018633         , 824.4936
CI 0014 600018634         , 958.4512
CI 0014 600018635         , 1185.334
CI 0014 600018637         , 3866.5
CI 0014 600018636         , 2965.7404
CI 0014 600018639         , 930.24
CI 0014 600018640         , 930.6732
CI 0014 600018641         , 865.26
CI 0014 600018638         , 1159.95
CI 0014 600018642         , 775.96
CI 0014 600018643         , 3580.7552
CI 0014 600018644         , 3498.0824
CI 0014 600018645         , 4949.8268
CI 0014 600018646         , 3420.0
CI 0014 600018647         , 760.0
CI 0014 600018648         , 14323.5376
CI 0014 600018649         , 760.0
CI 0014 600018650         , 760.0
CI 0014 600018651         , 11400.0
CI 0014 600018652         , 380.0
CI 0014 600018653         , 380.0
CI 0014 600018654         , 1140.0
CI 0014 600018655         , 1900.0
CI 0014 600018656         , 760.0
CI 0014 600018664         , 6755.5488
CI 0014 600018665         , 4180.0
CI 0014 600018667         , 5320.0
CI 0014 600018669         , 2660.0
CI 0014 600018673         , 3800.0
CI 0014 600018674         , 1688.8872
CI 0014 600018675         , 3800.0
CI 0014 600018676         , 2660.0
CI 0014 600018677         , 9120.0
CI 0014 600018678         , 2280.0
CI 0014 600018681         , 7599.9924
CI 0014 600018682         , 1140.0
CI 0014 600018683         , 1520.0
CI 0014 600018684         , 3800.0
CI 0014 600018685         , 1178.0
CI 0014 600018686         , 3420.0
CI 0014 600018687         , 912.0
CI 0014 600018688         , 3800.0
CI 0014 600018690         , 760.0
CI 0014 600018691         , 760.0
CI 0014 600018697         , 4315.964
CI 0014 600018700         , 4256.0
CI 0014 600018701         , 7600.0
CI 0014 600018702         , 5911.1052
CI 0014 600018704         , 760.0
CI 0014 600018705         , 3800.0
CI 0014 600018706         , 1900.0
CI 0014 600018707         , 7600.0
CI 0014 600018710         , 760.0
CI 0014 600018711         , 760.0
CI 0014 600018712         , 760.0
CI 0014 600018713         , 760.0
CI 0014 600018714         , 760.0
CI 0014 600018719         , 760.0
CI 0014 600018720         , 4940.0
CI 0014 600018721         , 3800.0
CI 0014 600018723         , 15200.0
CI 0014 600018725         , 760.0
CI 0014 600018726         , 1140.0
CI 0014 600018727         , 1140.0
CI 0014 600018728         , 4636.0
CI 0014 600018729         , 380.0
CI 0014 600018730         , 380.0
CI 0014 600018731         , 836.0
CI 0014 600018732         , 824.4936
CI 0014 600018733         , 958.4512
CI 0014 600018734         , 1185.334
CI 0014 600018735         , 930.24
CI 0014 600018736         , 760.0
CI 0014 600018737         , 760.0
CI 0014 600018767         , 7600.0
CI 0014 600018739         , 38000.0
CI 0014 600018740         , 3420.0
CI 0014 600018741         , 11400.0
CI 0014 600018742         , 34200.0
CI 0014 600018743         , 4823.302
CI 0014 600018744         , 776.72
CI 0014 600018745         , 57944.376
CI 0014 600018746         , 1226.0624
CI 0014 600018747         , 608.0
CI 0014 600018748         , 760.0
CI 0014 600018749         , 760.0
CI 0014 600018750         , 760.0
CI 0014 600018768         , 53200.0
CI 0014 600018769         , 3800.0
CI 0014 600018770         , 7600.0
CI 0014 600018771         , 26600.0
CI 0014 600018772         , 11400.0
CI 0014 600018773         , 15200.0
CI 0014 600018775         , 7220.0
CI 0014 600018776         , 380.0
CI 0014 600018777         , 760.0
CI 0014 600018778         , 1520.0
CI 0014 600018779         , 7220.0
CI 0014 600018780         , 760.76
CI 0014 600018781         , 3040.0
CI 0014 600018783         , 380.0
CI 0014 600018784         , 380.0
CI 0014 600018785         , 380.0
CI 0014 600018786         , 760.0
CI 0014 600018774         , 7220.0
CI 0014 600018788         , 395.96
CI 0014 600018789         , 824.4936
CI 0014 600018790         , 395.96
CI 0014 600018792         , 395.96
CI 0014 600018791         , 931.152
CI 0014 600018795         , 808.1916
CI 0014 600040543         , 77472.2416
CI 0014 600018798         , 3831.4868
CI 0014 600018799         , 930.5516
CI 0014 600018796         , 1731.1204
CI 0014 600018794         , 6074.8548
CI 0014 600018800         , 6188.5432
CI 0014 600018793         , 1319.1928
CI 0014 600018802         , 1845.47
CI 0014 600018803         , 2749.414
CI 0014 600018804         , 8024.0648
CI 0014 600018805         , 2769.9796
CI 0014 600018807         , 3123.9952
CI 0014 600018808         , 1035.044
CI 0014 600018809         , 2290.3284
CI 0014 600018806         , 3182.8496
CI 0014 600018801         , 1188.0852
CI 0014 600018812         , 380.0
CI 0014 600018813         , 380.0
CI 0014 600018814         , 703.0
CI 0014 600018815         , 380.0
CI 0014 600018816         , 674.88
CI 0014 600018817         , 1140.0
CI 0014 600018818         , 1520.0
CI 0014 600018820         , 456.0
CI 0014 600018821         , 1140.0
CI 0014 600018822         , 1520.0
CI 0014 600018823         , 456.0
CI 0014 600018824         , 1140.0
CI 0014 600018826         , 380.0
CI 0014 600018827         , 912.0
CI 0014 600018829         , 380.0
CI 0014 600018830         , 380.0
CI 0014 600018831         , 380.0
CI 0014 600018832         , 380.0
CI 0014 600018834         , 380.0
CI 0014 600018835         , 380.0
CI 0014 600018836         , 456.0
CI 0014 600018837         , 380.0
CI 0014 600018838         , 380.0
CI 0014 600018839         , 1520.0
CI 0014 600018840         , 3040.0
CI 0014 600018842         , 760.0
CI 0014 600018843         , 760.0
CI 0014 600018844         , 760.0
CI 0014 600018845         , 570.0
CI 0014 600018846         , 950.0
CI 0014 600018847         , 950.0
CI 0014 600018848         , 1520.0
CI 0014 600018871         , 380.0
CI 0014 600018850         , 950.0
CI 0014 600018872         , 532.0
CI 0014 600018873         , 1140.0
CI 0014 600018874         , 532.0
CI 0014 600018854         , 760.0
CI 0014 600018855         , 1520.0
CI 0014 600018856         , 827903.7504
CI 0014 600018857         , 2280.0
CI 0014 600018875         , 380.0
CI 0014 600018876         , 1140.0
CI 0014 600018877         , 836.0
CI 0014 600018878         , 9120.0
CI 0014 600018879         , 380.0
CI 0014 600018880         , 456.0
CI 0014 600018881         , 380.0
CI 0014 600018882         , 380.0
CI 0014 600018883         , 3800.0
CI 0014 600018884         , 7600.0
CI 0014 600018885         , 8244.9588
CI 0014 600018886         , 5771.4704
CI 0014 600018887         , 10106.8144
CI 0014 600018888         , 812.0372
CI 0014 600018889         , 797.1032
CI 0014 600018890         , 797.8404
CI 0014 600018891         , 2006.0124
CI 0014 600018892         , 794.7396
CI 0014 600018894         , 814.4388
CI 0014 600018896         , 793.9568
CI 0014 600018898         , 9272.3724
CI 0014 600018900         , 9792.4328
CI 0014 600018902         , 4311.9284
CI 0014 600018897         , 6985.426
CI 0014 600018904         , 15268.9472
CI 0014 600018905         , 6661.3924
CI 0014 600018895         , 36108.2916
CI 0014 600018899         , 9732.7044
CI 0014 600018901         , 8319.9556
CI 0014 600018907         , 14481.1008
CI 0014 600018908         , 875.0792
CI 0014 600018909         , 8623.9328
CI 0014 600018893         , 12036.0972
CI 0014 600018903         , 63755.1232
CI 0014 600018910         , 16300.1532
CI 0014 600018911         , 15923.8012
CI 0014 600018912         , 2064.654
CI 0014 600018913         , 3773.3468
CI 0014 600018906         , 9379.6692
CI 0014 600018914         , 791.5324
CI 0014 600018916         , 811.2316
CI 0014 600018917         , 808.83
CI 0014 600018919         , 7866.0
CI 0014 600018920         , 789.2296
CI 0014 600018921         , 788.4392
CI 0014 600018922         , 806.4208
CI 0014 600018923         , 802.408
CI 0014 600018918         , 793.9112
CI 0014 600018915         , 791.5856
CI 0014 600018924         , 1236.748
CI 0014 600018925         , 1216.1824
CI 0014 600018927         , 3800.0
CI 0014 600018928         , 841.7
CI 0014 600018926         , 499.5328
CI 0014 600018929         , 924.958
CI 0014 600018930         , 3817.632
CI 0014 600018935         , 868.7332
CI 0014 600018934         , 1520.0
CI 0014 600018939         , 12367.4344
CI 0014 600018933         , 503.728
CI 0014 600018931         , 3664.0588
CI 0014 600018932         , 1688.4996
CI 0014 600018940         , 581.59
CI 0014 600018936         , 41224.7864
CI 0014 600018938         , 924.2588
CI 0014 600018942         , 1914.288
CI 0014 600018943         , 9069.4524
CI 0014 600018937         , 9819.7396
CI 0014 600018944         , 9162.3244
CI 0014 600018946         , 7635.2716
CI 0014 600018947         , 1661.0864
CI 0014 600018948         , 382.9944
CI 0014 600018951         , 3817.632
CI 0014 600018952         , 19725.2984
CI 0014 600018953         , 3710.2288
CI 0014 600018954         , 3976.3504
CI 0014 600018945         , 24734.8688
CI 0014 600018955         , 16489.91
CI 0014 600018950         , 938.068
CI 0014 600018941         , 421.116
CI 0014 600018958         , 763.5264
CI 0014 600018959         , 2473.4808
CI 0014 600018960         , 8295.7344
CI 0014 600018963         , 1436.0656
CI 0014 600018965         , 3740.492
CI 0014 600018966         , 841.7
CI 0014 600018967         , 880.1028
CI 0014 600018968         , 4675.6112
CI 0014 600018964         , 1284.096
CI 0014 600018961         , 20612.5148
CI 0014 600018962         , 4122.4756
CI 0014 600018957         , 1293.216
CI 0014 600018969         , 460.8108
CI 0014 600018970         , 10082.0156
